,_id,bambini,pattinatori,descrizione,ultimo_aggiornam,link_imm_percorso
1091,583, No, No,"
Ciclabile ai bordi della carreggiata stradale, delimitata da striscia e non separata.

La strada comunque e' a limite 30 con rallentatori, quindi la ciclabile risulta comunque sicura.

La ciclabile vera e propria finisce con l'arrivo all'accesso di Terrazza Mare, pero' si puo' proseguire tranquillamente sul lungo mare misto pedonale-ciclabile, con attenzione maggiore ai numerosi pedoni e ai pattinatori, fino alla darsena.

"," 16 giugno 08

",https://www.piste-ciclabili.com/print/583-lignano_sabbiadoro:_lungomare
1092,457, No, No,"
Percorso misto che parte dalla ciclabile di Pineta all'altezza della rotonda d'entrata alla citta' poco dopo la discoteca Mr. Charlie, prosegue verso Riviera fino all'incrocio/rotonda per Bibione, segue sempre la ciclabile che si stacca dal fianco stradale dopo il golf club, giunge ai ponti per Bibione, e, fiancheggiando il canale lagunare, prosegue per Lignano Sabbiadoro su strada a bassissimo traffico.

Giunti alla laguna ne segue la costa fino ad arrivare alla darsena vecchia di Lignano Sabbiadoro.

Variante: all'altezza dei ponti sul Tagliamento si puo' attraversare il ponte giravole e seguire il canale sull'altro lato per arrivare sempre alla Laguna di Marano (la strada sterrata ad un certo punto potrebbe essere sbarrata prima di arrivare al termine in laguna)

","e 08

",https://www.piste-ciclabili.com/print/457-lignano_sabbiadoro:_pineta_-_riviera_-_darsena_sabbiadoro
1093,951, Si, Non votato,"
Itinerario per la maggior parte non segnalato che si svolge al 90% su strade sterrate dal buon fondo o su strade secondarie a basso traffico.

Il percorso si propone di individuare un collegamento tra la parte finale della ciclabile ippovia (Buia) e la magnifica zona delle risorgive di Bars.

Un secondo obbiettivo è quello di collegare la ippovia alla statale pontebbana all'altezza di Magnano in Riviera.

Partenza dal parcheggio del cimitero difronte al ristorante Morena.
Percorsi pochi metri sulla statale in direzione di Artegna imbocchiamo la prima strada a sinistra.

Il fondo della strada diviene quasi subito sterrato. Si segue ora per un buon tratto il rio Bosso. Al km 3.7 incrociamo la strada che da Artegna porta a Buia, scendiamo qualche metro a destra e poi attraversiamo per continuare ancora su strada bianca (via Palut). Al termine di via Palut arriviamo su via strade pedrade in corrispondenza di un caratteristico lavatoio, qui prendiamo a destra.

Un brevissimo tratto su asfalto e poi, in corrispondenza di una curva a sinistra, proseguiamo quasi dritti su strada bianca lungo il rio Vedelis.
Proseguiamo seguendo piccoli corsi d'acqua: prima ritroviamo il rio Bosso, poi seguiamo il Ledra ed ancora oltre il rio Rai.

Siamo ora al km 7.5 e qui troviamo una larghissima strada bianca che in circa 3 km, ci porta ad Osoppo passando sotto l'autostrada A23.
Arriviamo ad Osoppo da via Buia, svoltiamo a sinistra per via Rosselli, attraversiamo dritti al semaforo e prendiamo via Fabris.

Imbocchiamo a destra via Moscova ed incontriamo un piccolo tratto di ciclabile che seguiamo fino al parco del Rivellino, sede di note manifestazioni quali il Rototom Sunsplash festival ed il Biker fest.

Il parco si trova sotto le pendici del colle della fortezza di Osoppo. Chi ha fiato e gambe può salire in cima per una visita al forte (proseguite per pochi metri su via Fabris anziche svoltare per via Moscova e poi seguite le indicazioni per il forte).
Entriamo nel parco e lo attraversiamo. Alla sua uscita nord prendiamo a sinistra aggirando il colle.

Una cava ora ci preclude l'accesso diretto al greto del Tagliamento ed alla strada che lo segue verso sud.
Dobbiamo allora seguire la via Porto Carantano che si tiene proprio sotto la pendice ovest del colle di Osoppo.
Poco oltre troviamo sulla destra un area sportiva con un campo di calcio.
Entriamo, arriviamo fino al campo sportivo e seguendo i segnavia cai bianchi e rossi costeggiamo il campo sportivo fino all'argine.
Continuiamo a seguire i segnavia verso sinistra e saliamo sull'argine grazie ad un sentierino.
Attenzione ora a diversi stretti passaggi tra recinzioni elettrificate che servono a trattenere il bestiame durante la stagione del pascolo.
Attraversiamo un bel prato in direzione del Tagliamento puntando ad un ometto di sassi con segnavia cai.
Qui troviamo la strada dell'argine che seguiamo in direzione sud ovest. La cartina Tabacco n.20 indica il sentiero in modo errato: seguite quindi i segnavia.

Passiamo ora sotto le pendici ovest del colle di S.Rocco. Non laciatevi tentare dal seguire la strada più vicina all'argine indicata sulla cartina 20 della Tabacco in quanto poco oltre il fiume l'ha portata via.
E' invece possibile fare ""l'attraversata di cresta"" del modesto colle di S.Rocco ma la cosa è riservata ai mountain bikers più bravi ed allenati.
Quella che segue è senza dubbio la parte naturalisticamente più bella del percorso: 4 km tra boschi, prati e limpide risorgive.
La più nota è la risorgiva di Bars che si incontra poco prima di raggiungere l'allevamento di trote mulino del Cucco.

Più oltre il percorso evita il più possibile le strade trafficate alla ricerca di canali e fiumi da seguire.
Ne risulta un itinerario un poco allungato che chi vuole può accorciare decisamente andando direttamente a Tomba di Buia da Rivoli di Osoppo.

Una nota merita il ""mancato"" passaggio a livello che sulla cartina della Tabacco sembrerebbe trovarsi vicino alla stazione di Majano: un muro di rovi consiglia di procedere oltre fino al successivo passaggio a livello in corrispondenza dell'ennesimo allevamento ittico.
Superato un allevamento di cinghiali arriviamo sulla strada statale 463 Gemona-Portogruaro che seguiamo per pochi metri verso sud e che quindi attraversiamo prima del ponte sul Ledra. Seguiamo ora la riva destra del Ledra verso nord fino alla località Battiferro di Tomba nei cui pressi troviamo una bella ciclabile che ci porta a S.Floreano di Buia costeggiando un tratto del rio Gelato (di nome e di fatto). Caratteristico il basso e stretto tunnel sotto l'autostrada.

Qui inizia la parte ""tosta"" del percorso in quando per raggiungere l'ippovia dobbiamo salire e non poco.
Una volta arrivati sulla ippovia (ben segnalata, la seguiamo verso nord) la salita non molla fino al ""gran premio della montagna"" a quota 236 m.
Ma per chi avesse ancora fiato propongo di salire ancora fino a quota 325 in vetta al monte di Buia.
Seguiamo la ippovia per circa 3 km fino ad Urbignacco e qui la lasciamo. Una discesa di meno di 1 km lungo la strada per Artegna ci porta a reincrociare la prima parte dell'itinerario. Lo ripercorriamo ora all'indietro fino a ritornare al punto di partenza sulla statale pontebbana.

Link utili e note:
http://it.wikipedia.org/wiki/Rototom_Sunsplash
Biker fest, giugno, è il motoraduno più importante d'Italia e tra i più importanti d'Europa,si svolge dal 1987 presso il Parco del Rivellino (da Wikipedia)
http://it.wikipedia.org/wiki/Osoppo
http://www.comune.osoppo.ud.it/territorio/ambiente.htm
http://www.turismofvg.it/artecultura/arte_dettaglio.aspx?IDR=842&LANG=ita


"," 29 ottobre 08

",https://www.piste-ciclabili.com/print/951-magnano_-_osoppo_-_buia
1094,3378, Si, No,"
Itinerario che attraversa i magredi - terre magre - percorrendo strade a basso traffico, strade campestri e sentieri arginali sterrati.

Partendo da Casarsa si gode di un panorama migliore (le alpi carniche) ma la strada è un lungo falsopiano.

A Casarsa Pasolini visse e trova riposo.

treno+bici

"," 28 novembre 11

",https://www.piste-ciclabili.com/print/3378-magredi:_casarsa_-_maniago
1095,1592, Si, Si,"
Pista ciclopedonale che da Maniago giunge a Cavasso nuovo.

Nota bene: alcuni tratti per impossibilità di realizzazione sono all'interno della stessa sede stradale dove manca di fatto la pista.

"," 26 luglio 09

",https://www.piste-ciclabili.com/print/1592-maniago_-_fratta_-_fanna_-_cavasso_nuovo
1096,2173, Si, Non votato,"
Un itinerario facile, adatto a tutti che si svolge su strada bianca in assenza di traffico veicolare. I paesaggi attraversati sono quelli del Collio Friulano, ricchi di flora spontanea, viticolture, fauna selvatica ed altre amenità approfondibili sui vari siti aventi per oggetto questi luoghi. Qualora si decidesse di collegarsi alla ciclopedonale Manzano-Orsaria bisogna tener presente che è da percorrere un tratto in forte salita di media difficoltà che può appiedare i meno allenati. Diversamente, si può pensare di percorrere litinerario al contrario per avvantaggiarsi della discesa verso Sdricca, sperando di riuscire a rintracciare limbocco in località Casa del Croato materializzato da una sbarra ed un divieto di transito ai veicoli a motore.

Riguardo la cartografia, si può far riferimento alle carte 1:5000 della regione Friuli Venezia Giulia n°088011, 067132, disponibili gratuitamente sul sito istituzionale.

Partenza dal piazzale del cimitero di Manzano, mettiamoci il muro di cinta sulla destra e giriamogli intorno fino a vedere il fiume Natisone, a questo punto procediamo verso sinistra seguendo le indicazioni della ciclopedonale. Percorriamo una leggera salita e poi unaltrettanta discesa per un totale di circa 500 m in posizione quasi a strapiombo sul fiume, rimanendo affascinati da questultimo.

Entrati fra i filari di viti ordinati, si arriva dopo 300 m a Sdricca di Sotto, un antichissima casaforte poi riconvertita a casale ed oggi in rovina; qui si può effettuare una variante verso destro per andare a vedere da vicino il fiume. Lasciandosi il casale sulla sinistra, si procede dritto e dopo meno di 500 m arriviamo a Sdricca di Sopra, un imponente caseggiato dai fastosi trascorsi militari ricordati da una targa del 1917, oggi in disuso.

Girato intorno alla costruzione, ci dirigiamo prima verso il fiume per poi risalirlo su una traccia incerta che lambisce la vigna ed il boschetto fluviale costeggiando la riva per circa 500 m, giriamo decisamente verso sud per attraversare 200 m di vigna fino ad incrociare una strada ben tracciata che verso la nostra destra punta nella zona boschiva della collinetta ad ovest. Percorso un primo tratto in dolce salita, ci aspettano 250 m di salita impegnativa che termina ad una sbarra aggirabile dalle biciclette che ci introduce alla ciclopedonale Manzano-Orsaria.


","e 10

",https://www.piste-ciclabili.com/print/2173-manzano_-_sdricca_-_collegamento_alla_ciclopedonale_per_orsaria
1097,81, Si, Si,"
Si tratta di un marciapiede adibito alla circolazione promiscua di cicli e pedoni.

Non è collegato con alcun altro percorso ciclabile della zona ma è facilmente raggiungibile attraverso strade a basso traffico.

"," 28 agosto 07

",https://www.piste-ciclabili.com/print/81-marciapiede_ciclopedonale_di_torviscosa
1098,2243, No, No,"
Ciclabile che parte dal centro di Maron di Brugnera e porta verso via Ungaresca e le altre ciclabili li presenti.

"," 11 maggio 10

",https://www.piste-ciclabili.com/print/2243-maron_di_brugnera:_ciclabile_di_via_taglio
1099,2911, No, No,"
Un anello di media difficoltà tra Slovenia ed Italia.

Le difficoltà consistono sostanzialmente nella salita a Lig (circa 450 metri) e nella discesa da Kambresko a ponte Clinac che si svolge su strada sconnessa.
Il primo tratto è in comune con l'itinerario del basso Judrio e dunque i 2 percorsi sono concatenabili tra loro.

Partenza dalla dismessa stazione di confine di Mulino Vecchio.
Passato il confine si inizia subito a salire. Lasciamo a sinistra la chiesa di San Kancijan seguendo le indicazioni per Lig.

La salita costante ma mai troppo ripida ci fa passare per le case di Strmec, Lovisce e ci porta fino al paesino di Lig dominato dal santuario mariano di Marijino Celje (Maria Zell).

Per salire al santuario dal paese proseguire a destra (sud) fino all'incrocio con le indicazioni per il santuario. La salita per Maria Zell è breve ma ripida: meglio farla a piedi per godersi appieno il panorama.

Aggiriamo la chiesa sulla destra. Scendiamo una breve scalinata e prendiamo una traccia di carrareccia a fondo naturale che segue lungamente la dorsale del Vrh tra prati molto curati. Magnifico il panorama verso il monte Nero ed il Matajur.

Passata una casa isolata ritorniamo ora su strada asfaltata e procediamo in discesa nel bosco in direzione nord est verso Kambresko. Sulla carta della Tabacco n.41 questa strada è indicata come a fondo naturale (perlomeno nella edizione in mio possesso) in realtà il percorso è asfaltato fino a Kambresko.

A Kambresko prendiamo ora la strada a fondo naturale sulla sinistra che scende fino allo Judrio presso ponte Clinac da dove rientriamo in Italia. Questo tratto di strada è piuttosto sconnesso e richiede di essere percorso con una bici robusta (meglio se una mountain bike). Con una bici rigida si scende ma con prudenza, meglio andare piano. Con una ""front"" si scende bene, con una ""full"" ci si diverte anche...

Da ponte Clinac a Melina la strada non è asfaltata ma la moderata pendenza in discesa la rende più ""tranquilla"" rispetto a quella in discesa da Kambresko. In passato anche questo tratto era asfaltato (come riportato dalla carta Tabacco) ma ora di asfalto non rimangono che alcune tracce. Da Melina a Mulino vecchio invece l'asfalto c'è e questo ci consente di ritornare al punto di partenza di Mulino Vecchio in pochi minuti.


","e 11

","https://www.piste-ciclabili.com/print/2911-medio_judrio,_lig_(anello)"
1100,1809, No, Si,"
Ciclopedonabile tra Mereto di Capitolo e Santa Maria la Longa

"," 30 ottobre 09

",https://www.piste-ciclabili.com/print/1809-mereto_-_santa_maria_la_longa
1101,4017, Si, No,"
Breve tratto ciclabile tra Mereto di Capitolo e Palmanova

"," 2 ottobre 12

",https://www.piste-ciclabili.com/print/4017-mereto_di_capitolo_-_palmanova
1102,2257, No, Non votato,"
Simpatica passeggiata sulle colline sopra Merna-Miren.

Percorso di media difficoltà ad anello.

Sentieri con fondo ghiaioso pei quasi tutta l'andata, stradina asfaltata, poco trafficata per il ritorno.

Massima altitudine 330 m.

"," 23 giugno 11

",https://www.piste-ciclabili.com/print/2257-merna_-_rence_(slovenia)
1103,461, Non votato, No,"
Percorso interessante che parte dalla stazione di Monfalcone per raggiungere Grado percorrendo strade poco frequentate, con alcuni tratti di ciclabili.

Monfalcone è un'importante centro industriale famoso per i suoi cantieri navali da cui partono le più belle navi da crociera del mondo.

L'entro terra è caratterizzato dal paesaggio Carsico.
Grado o Isola d'Oro fu sede balneare dell'Impero Asburgico, ora è una stazione balneare famosa per le sue cure di sabbiature.

La parte vecchia è caratterizzata dal porto e da una serie di monumenti alcuni dei quali risalenti ai tempi dell'antica Rpma.

"," 2 maggio 11

",https://www.piste-ciclabili.com/print/461-monfalcone_-_grado
1104,1715, Si, Si,"
Ciclabile in direzione del centro commerciale

"," 20 settembre 09

",https://www.piste-ciclabili.com/print/1715-monfalcone:_centro_commerciale
1105,5934, Si, No,"
Viale Oscar Cosulich, Parco della Rimembranza, Via dei Bagni, Via dei Boschetti, Via dei Bagni Nuova, Ponte sul Brancolo, Via dei Brancolo, Via delle Giarette, Marina Julia.

Il percorso è molto frequentato e permette di raggiungere la località balneare di Marina Julia partendo dal centro in tutta sicurezza. E' collegata anche alle altre piste ciclabili della zona.

"," 10 ottobre 16

",https://www.piste-ciclabili.com/print/5934-monfalcone:_marina_julia-via_bagni-centro
1106,1711, Si, Si,"
Ciclabile di collegamento tra l'ospedale e il centro costeggiango il canale Dedottori

"," 19 settembre 09

",https://www.piste-ciclabili.com/print/1711-monfalcone:_ospedale_-_corso_del_popolo
1107,5932, Si, Si,"
Il percorso, molto suggestivo, parte dal quartiere operaio di Panzano, in Z.I. Schiavetti Brancolo, per collegarlo alla Z.I Lisert, costeggiando il Canale Valentinis.

"," 10 ottobre 16

",https://www.piste-ciclabili.com/print/5932-monfalcone:_panzano-via_bonavia-v.le_cosulich-canale_valentinis
1108,1712, Si, No,"
Ciclabile ricavata su sede di marciapiede, ben segnalata

"," 19 settembre 09

",https://www.piste-ciclabili.com/print/1712-monfalcone:_piazza_della_repubblica_-_via_4_novembre
1109,5933, Si, Si,"
Pista ciclabile che raccorda le piste ciclabili dirette a Marina Julia a quelle per il centro, passando per la trafficata Via Grado, in tutta sicurezza tramite marciapiede molto largo e comodo.

"," 10 ottobre 16

",https://www.piste-ciclabili.com/print/5933-monfalcone:_via_dei_bagni_nuova-via_grado
1110,5930, Si, No,"
La pista ciclabile è raramente utilizzata e permette di raggiungere, anche con l'ausilio delle piste collegate, l'edificio delle Nuove Terme Romane e, al termine, il Canale Locovaz.

"," 10 ottobre 16

",https://www.piste-ciclabili.com/print/5930-monfalcone:_via_timavo-terme_romane-canale_locovaz
1111,5931, Si, No,"
La pista ciclabile collega la Z.I. Lisert. Si possono facilmente raggiungere le marine turistiche in Via Consiglio d'Europa. Anche dopo il termine della pista segnalata, si può proseguire su una strada relativamente poco trafficata.

"," 10 ottobre 16

",https://www.piste-ciclabili.com/print/5931-monfalcone:_via_timavo-via_consiglio_d%27europa
1112,2735, No, No,"
Località attraversate: Gorizia, parco dell'Isonzo - M. Calvario - Tre Croci - Bucuje - Ascevi - ""Macadan"" - Valico S. Valentino - Parco dell'Isonzo

La prima parte del presente itinerario si snoda sulle pendici di una delle alture tristemente famose per le battaglie e le perdite umane che purtroppo hanno segnato il territorio di Gorizia durante il conflitto mondiale del 15-18: il monte Calvario-Podgora. Sulla sua sommità svariate lapidi e monumenti testimoniano quelle drammatiche vicende.

Mentre la prima parte del tracciato si percorre pressoché avvolti da una rigogliosissima vegetazione di castagni, robinia, ontano, rovere, la seconda esce allo scoperto e ci accompagnano nella nostra fatica le colline del Collio, ricoperte da ordinatissimi filari di vite dai cui frutti si ricavano (tra) i migliori vini bianchi d'Italia (o del mondo?).

Maggiori informazioni sull'itinerario su http://www.isontinoinbici.it/Calvario/mtb-monte-calvario-collio-gorizia.html

"," 6 novembre 17

",https://www.piste-ciclabili.com/print/2735-monte_calvario_e_collio
1113,3039, No, No,"
Località attraversate: Gorizia, piazza della Vittoria - valico di Salcano - Solkan - ciclabile sterrata dell'Isonzo - Plave - M.te Korada - Vrhovlje - Brestje - Kojsko - Valle del Versa - Uclanzi - Bucuie - Vallone dell'acqua - Gorizia

Itinerario lungo e faticoso ma molto vario, ricco ed estremamente panoramico. Si parte dal centro cittadino di Gorizia a 80 m sul livello del mare e si arriva al rifugio situato a poche decine di metri dalla cima del M. Korada (811 m). I primi 16 km sono quasi pianeggianti e sfruttano la splendida pista sterrata (9 km) che corre parallela alle acque smeraldine del fiume Isonzo e alla storica Ferrovia Transalpina.
Da Plave ci si inerpica per 7 km e 25 tornanti fino al rifugio Baita Korada. Durante l'avvicinamento al rifugio e la successiva bellissima discesa in equilibrio sul crinale ci accompagnano ampie distese prative perfettamente curate e spettacolari panorami a perdita d'occhio verso la pianura friulana , l'anfiteatro alpino e gli altipiani sloveni.
L'ultima parte dell'itinerario percorre la lunga valle del Birsa (Versa) in ambiente tipicamente collinare dove le colture a vite e frutteto si susseguono senza soluzione di continuità . Interessante, dal punto di vista storico e geografico, è l'area attorno all'ex valico agricolo di Giasbana ove i cippi di confine separano i pregiati vigneti della Brda slovena da quelli del Collio italiano .
E per finire non possiamo non rammentare le bellezze di Gorizia; le sue piazze , il suo castello , le sue chiese , i suoi palazzi e parchi fanno da cornice ai primi e ultimi chilometri di questo fantastico itinerario.

Per altre informazioni sull'itinerario: http://www.isontinoinbici.it/Korada/mtb-monte-korada-isonzo-brda.html

"," 22 novembre 17

",https://www.piste-ciclabili.com/print/3039-monte_korada
1114,3936, No, No,"
Percorso MTB di media difficoltà.

Sterrato con alcuni punti piuttosto pendenti. Percorso spettacolare ricco di fauna (visibili frequentemente caprioli e rapaci) e con una vegetazione tipica di bosco carsico (querce, carpini, ontani, frassini).


"," 20 agosto 12

",https://www.piste-ciclabili.com/print/3936-monte_lanaro_da_sagrado
1115,5609, No, No,"
Una salita bellissima, una delle più belle che abbia mai fatto. E' una strada stretta senza protezioni a valle.

Le pendenze raggiungono anche il 15-20% e si alternano a tratti più pedalabili.

Difficile sia in salita che in discesa (massima prudenza), sconsigliata a chi soffre di vertigini, davvero!
Dalla cima, ma anche molto prima, il paesaggio ed i panorami sono da cartolina.
Suggerisco i fanalini per attraversare in sicurezza le brevi gallerie.

"," 16 agosto 15

",https://www.piste-ciclabili.com/print/5609-monte_mangart
1116,2229, No, No,"
Località attraversate: Gorizia, Parco dell'Isonzo - Piuma - Podsenica - Monte Sabotino - Eremo di S. Valentino - S. Mauro - Piuma - Parco dell'Isonzo

L'ascesa al monte Sabotino, da qualsiasi parte la si voglia affrontare, è comunque una bella impresa (le pendenze sono molto pronunciate). La soddisfazione che però si proverà dopo tanta fatica sarà immensa, perché il Sabotino è un luogo straordinario. Il vastissimo panorama che spazia dalla valle del Vipacco, al Carso Isontino, alla pianura friulana, al mare Adriatico, al Collio, alla cerchia alpina, allo stretto corso dell'Isonzo e all'altopiano di Tarnova è qualcosa di unico.

Tutto il monte è pregno dei ricordi lasciati dagli importanti avvenimenti storici che hanno segnato questi luoghi: le battaglie della I guerra mondiale, di cui rimangono le trincee e le gallerie cannoniere scavate dagli austro-ungarici (alcune percorribili con facilità in quanto attrezzate ed illuminate direttamente dalla luce del sole), e la cortina di ferro che passava proprio per la linea di vetta e di cui ne sono testimonianza le due casermette jugoslava e italiana e, fino a pochissimi anni fa, i reticolati ed il filo spinato.

Testimone postumo delle vicende belliche del secondo conflitto mondiale, una sorta di dazio per la sconfitta subita, è la cosiddetta Strada di Osimo : una strada che collega tutt'oggi due località della Slovenia ma attraverso il territorio italiano. Molto interessante il sito dell'eremo cinquecentesco di S. Valentino. E per chi ama le fioriture, giugno è un mese eccezionale.

L'itinerario transfrontaliero prevede lo sconfinamento dal valico agricolo di S. Valentino, che prima dell'ingresso della Slovenia nell'area Schengen poteva essere superato solo dai possessori di un particolare lasciapassare, percorre un tratto della Strada di Osimo, si arrampica fino alla strada panoramica slovena, raggiunge la vecchia casermetta jugoslava, sconfina in Italia, tocca la casermetta italiana, e l'eremo di S.Valentino e infine con entusiasmante discesa, meglio dire picchiata, raggiunge il Parco dell'Isonzo, punto di partenza di questo stupendo tracciato.

Maggiori informazioni su http://www.isontinoinbici.it/Sabotino/mtb-monte-sabotino-san-valentino-gorizia.html

"," 6 novembre 17

",https://www.piste-ciclabili.com/print/2229-monte_sabotino
1117,3010, No, No,"
Località attraversate: Gabria (Gorizia) - Cotici Inf. - Skofnik - M. S. Michele - S. Martino del Carso - C.e Neri - M. Brestovi - Gabria

Questo itinerario percorre le pendici di uno dei luoghi simbolo delle battaglie che si sono svolte sull'Isonzo e sul Carso durante il primo conflitto mondiale: il M.te S. Michele. Il territorio compreso tra il Carso di Doberdò e quello di Comeno è un vastissimo Museo allAperto della Grande Guerra sul Carso dove svariati itinerari e percorsi tematici, corredati da ricchi pannelli informativi , consentono di ripercorrere il contendersi di queste terre da parte degli eserciti italiani ed austro-ungarici.

Clicca qui per visualizzare la descrizione dettagliata, mappa, altimetria e galleria fotografica. http://www.isontinoinbici.it/SanMichele/mtb-monte-san-michele-carso-brestovi-skofnik.html

"," 6 novembre 17

",https://www.piste-ciclabili.com/print/3010-monte_san_michele
1118,2246, Non votato, Non votato,"
Itinererio consigliato ad amanti delle salite.

Percorso misto, per lo più sentieri e ghiaia.

Pendenze impegnative.

Soddisfazione finale: in caso di bella giornata, vista di tutta la valle dell'Isonzo fino al mare.

"," 12 maggio 10

",https://www.piste-ciclabili.com/print/2246-monte_santo_-_n.gorica
1119,3011, No, No,"
Località attraversate: Valico di Devetachi (Gorizia) - Cerje - M. Trstelj - Temnica - Novelo - Kostanjevica - Segeti - Lokvica - Valico di Devetachi

L'itinerario si sviluppa completamente in territorio sloveno e percorre strade sterrate e sentieri del ciglione e dello stupendo altopiano carsico di Komen/Comeno.
Tra le particolarità del percorso segnaliamo sicuramente i vastissimi panorami che spaziano dal Mare Adriatico alla Pianura Padana alle Alpi e che si susseguono come un'esposizione pittorica. Singolare il fatto che dal punto di partenza fino alla vetta del Trstelj, se si esclude la Torre di Miren/Merna , lungo il tracciato non si incontra alcun edificio (sono ben 13,4 km); la natura regna incontaminata e, specialmente nei primi chilometri, è facile incontrare qualche capriolo.
Caratteristici e vivi sono i vari borghi dell'altopiano che si attraversano dopo la veloce discesa dal M. Trstelj e che hanno molto da raccontare riguardo le vicende della Prima Guerra Mondiale visto che si trovavano nelle immediate retrovie del fronte. A ricordo di quelle tristi vicende è stata realizzata la rete dei Sentieri della Pace sul Carso (Proti Miru Na Krasu) .
Eccoci qui a descrivere ancora un'altro pezzo di terra dell'Isontino che non ha nulla da spartire con le altre aree descritte dagli altri itinerari. Qualcosa che rende veramente unico il nostro territorio.

Clicca qui per visualizzare la descrizione dettagliata, mappa, altimetria e galleria fotografica. http://www.isontinoinbici.it/Trstelj/mtb-monte-trstelj-cerje-faiti.html

"," 6 novembre 17

",https://www.piste-ciclabili.com/print/3011-monte_trstelj
1120,2339, Non votato, No,"
Tragitto molto difficile e in salita, tappa fra le più impegnative e difficili del Giro d'Italia.

Consigliato solo agli esperti. Consigliata una bicicletta con ruote da corsa.

"," 4 giugno 10

",https://www.piste-ciclabili.com/print/2339-monte_zoncolan
1121,3510, No, No,"
Itinerario difficilissimo nel cuore della Carnia: c'è lo scollinamento del ""Mostro"" Zoncolan

"," 23 novembre 12

",https://www.piste-ciclabili.com/print/3510-monte_zoncolan_(anello)
1122,2352, Non votato, No,"
Tragitto molto difficile e in salita, tappa fra le più impegnative e difficili del Giro d'Italia.

Consigliato solo agli esperti.

Consigliata una bicicletta con ruote da corsa.

"," 7 giugno 10

",https://www.piste-ciclabili.com/print/2352-monte_zoncolan_(ovaro)
1123,2962, Si, No,"
Percorso adatto a famiglie con bambini, 2 ore di viaggio lontano dal traffico, con una gradevole pendenza a favore.
Montereale e' servito dalla ferrovia cosi come Pordenone .

"," 17 maggio 11

",https://www.piste-ciclabili.com/print/2962-montereale_valcellina_-_pordenone
1124,2207, Si, Non votato,"
Percorso ciclabile segnalato dal comune di Moruzzo.

Rilevazione GPS fatta da Adorè a cui chiedo di integrare con qualche commento questa breve introduzione.

"," 2 maggio 10

","https://www.piste-ciclabili.com/print/2207-moruzzo,_percorso_pietro_savorgnan_di_brazz%EF%BF%BD"
1125,3373, Si, Si,"
Partendo dal parcheggio del Santuario Mariano della città, si arriva, costeggiando il Livenza in alcuni punti, alla chiesa di una frazione limitrofa: Lorenzaga.

Da qui, si parte per la seconda parte del percorso, uscendo dai confini del Comune, per toccare i paesi di Annone Veneto e Meduna di Livenza lungo stradine della campagna trevigiana per tornare poi a Motta di Livenza al punto di partenza originario.
Per il terzo tratto del percorso, ci si sposta a Gorgo del Monticano per poi scendere a sud toccando i piccoli paesini di campagna di Cavalier, Chiarano e Villanova risalendo su per tornare al punto di partenza del pargcheggio di partenza a Motta di Livenza.
Il paesaggio naturale è significativo e le strade sono poco trafficate ad eccezione di un piccolo tratto di strada che da Annone porta a Meduna.

"," 18 settembre 11

",https://www.piste-ciclabili.com/print/3373-motta_di_livenza_-_citt%EF%BF%BD_ciclabile
1126,1460, Si, No,"
Ciclabile dedicata che affianca la strada statale 352

"," 11 giugno 09

",https://www.piste-ciclabili.com/print/1460-muscoli_-_cervignano_del_friuli
1127,66, Si, Si,"
Pista di nuovissima realizzazione che si affianca alla SS352 nella tratta Muscoli-Strassoldo.

Sono previsti prossimi ampliamenti...

"," 2 agosto 07

",https://www.piste-ciclabili.com/print/66-muscoli_-_strassoldo
1128,2826, Si, No,"
Bellissimo tratto da fare soprattutto in autunno o i primavera

"," 31 marzo 11

",https://www.piste-ciclabili.com/print/2826-novacco
1129,1595, No, Non votato,"
Semplice percorso il quale da possibilita' di molteplici scelte arrivando a Sezana, condivide il punto di arrivo in Slovenia con il Ressel, ma pure da la scelta a chi vuole di proseguire usando le strade provinciali della zona.
Nel tratto italiano prestare massima attenzione per mancanza ASSOLUTA di idonea segnaletica stradale per le biciclette.

"," 22 luglio 10

",https://www.piste-ciclabili.com/print/1595-opicina_-_sezana
1130,2137, No, Non votato,"
Un semplice itinerario che sviluppa sul Collio Friulano, adatto per tutti, grandi e piccoli, dotati di qualsiasi bici, con le marce, senza marce, a ruote larghe, a ruote strette, alte o basse, da uomo o da donna.

Volendo si può interpretare il percorso in chiave eno-gastronomica visto i numerosi agriturismo che vi insistono.

Dal punto di vista orografico snoda su bassi clivi perlopiù coltivati a vitigno con alternarsi di boschetti e prati. Su questi ultimi, se si parte dotati di pallone, possono avere luogo memorabili partite di calcio su campi improvvisati.

Anche se la strada è indicata dai cartelli come ""ciclopedonale"" è comunque aperta al traffico veicolare che consiste essenzialmente in quello agricolo.

Volendo si può impegnare l'itinerario nel senso opposto, cioè da Manzano ad Orsaria se si giunge nel primo paese con il treno, provenendo da Udine o da Gorizia.

","e 10

",https://www.piste-ciclabili.com/print/2137-orsaria_-_manzano_ciclopedonale
