,_id,nome_percorso,url,distanza,tipo,fondo,pendenza_max,dislivello,rif_regione
2853,5839,Pigra - Rifugio Venini,https://www.piste-ciclabili.com/itinerari/5839-pigra-rifugio-venini,16 km,sentiero,misto,28 %,1398 m,8
2854,2203,Pinzano (Limbiate) - Parco delle Groane,https://www.piste-ciclabili.com/itinerari/2203-pinzano-limbiate-parco-delle-groane,3 km,ciclabile,misto,10 %,27 m,8
2855,239,Pioltello - Cernusco lungo via Mantegna,https://www.piste-ciclabili.com/itinerari/239-pioltello-cernusco-lungo-via-mantegna,1 km,ciclopedonale,asfalto,2 %,3 m,8
2856,1514,Pioltello - Peschiera B. - Linate - Forlanini - Idroscalo,https://www.piste-ciclabili.com/itinerari/1514-pioltello-peschiera-b-linate-forlanini-idroscalo,30 km,ciclostrada,misto,10 %,29 m,8
2857,3820,Pioltello - Segrate - Milano 2 - Cernusco (anello),https://www.piste-ciclabili.com/itinerari/3820-pioltello-segrate-milano-2-cernusco-anello,19 km,ciclostrada,asfalto,10 %,29 m,8
2858,526,Pioltello Vecchia - Seggiano,https://www.piste-ciclabili.com/itinerari/526-pioltello-vecchia-seggiano,1 km,ciclopedonale,asfalto,6 %,8 m,8
2859,297,Pioltello: Padana - Vecchio treno,https://www.piste-ciclabili.com/itinerari/297-pioltello-padana-vecchio-treno,3 km,ciclopedonale,asfalto,0 %,7 m,8
2860,1449,Pioltello: variante superamento rotonda Esselunga,https://www.piste-ciclabili.com/itinerari/1449-pioltello-variante-superamento-rotonda-esselunga,2 km,ciclostrada,asfalto,4 %,10 m,8
2861,788,Piona - Colico - Trivio di Fuentes - Morbegno,https://www.piste-ciclabili.com/itinerari/788-piona-colico-trivio-di-fuentes-morbegno,12 km,ciclostrada,misto,0 %,0 m,8
2862,1677,Pista Ciclabile Annicco - Soresina,https://www.piste-ciclabili.com/itinerari/1677-pista-ciclabile-annicco-soresina,6 km,ciclabile,terra,6 %,12 m,8
2863,2884,Pista Ciclabile Golena del Po: Cremona - Casalmaggiore - Cicognara,https://www.piste-ciclabili.com/itinerari/2884-pista-ciclabile-golena-del-po-cremona-casalmaggiore-cicognara,61 km,ciclopedonale,misto,12 %,20 m,8
2864,2569,Pista ciclabile Massina,https://www.piste-ciclabili.com/itinerari/2569-pista-ciclabile-massina,1 km,ciclabile,asfalto,0 %,2 m,8
2865,5247,Pizzighettone - Castelnuovo - Meleti - Corno - Pizzi,https://www.piste-ciclabili.com/itinerari/5247-pizzighettone-castelnuovo-meleti-corno-pizzi,46 km,ciclabile,misto,10 %,26 m,8
2866,1391,Pizzighettone - Cremona,https://www.piste-ciclabili.com/itinerari/1391-pizzighettone-cremona,25 km,ciclabile,misto,4 %,20 m,8
2867,1328,Pizzighettone - Crotta d'Adda,https://www.piste-ciclabili.com/itinerari/1328-pizzighettone-crotta-dadda,10 km,ciclopedonale,asfalto,4 %,14 m,8
2868,3516,Pizzighettone - Maccastorna (anello),https://www.piste-ciclabili.com/itinerari/3516-pizzighettone-maccastorna-anello,19 km,ciclabile,misto,17 %,51 m,8
2869,1120,Pizzighettone - Maleo - Castiglione d'Adda,https://www.piste-ciclabili.com/itinerari/1120-pizzighettone-maleo-castiglione-dadda,10 km,ciclopedonale,asfalto,7 %,17 m,8
2870,1416,Pizzighettone - Soresina - Soncino: Ciclabile delle citta murate,https://www.piste-ciclabili.com/itinerari/1416-pizzighettone-soresina-soncino-ciclabile-delle-citta-murate,37 km,ciclabile,misto,2 %,37 m,8
2871,5234,Pizzighettone Canale navigabile - Cremona - Crotta,https://www.piste-ciclabili.com/itinerari/5234-pizzighettone-canale-navigabile-cremona-crotta,39 km,ciclabile,misto,10 %,19 m,8
2872,3445,Poasco - Abbazia Viboldone,https://www.piste-ciclabili.com/itinerari/3445-poasco-abbazia-viboldone,7 km,strada,misto,8 %,14 m,8
2873,1426,Poggio Rusco - Quattrocase,https://www.piste-ciclabili.com/itinerari/1426-poggio-rusco-quattrocase,2 km,ciclabile,asfalto,0 %,3 m,8
2874,3616,Pogliano - Nerviano: alla scoperta delle nostre chiese,https://www.piste-ciclabili.com/itinerari/3616-pogliano-nerviano-alla-scoperta-delle-nostre-chiese,7 km,ciclostrada,misto,1 %,14 m,8
2875,3570,Pogliano e limitrofi,https://www.piste-ciclabili.com/itinerari/3570-pogliano-e-limitrofi,19 km,ciclopedonale,misto,1 %,27 m,8
2876,3615,Pogliano milanese: ciclopedonale via Ronchetti,https://www.piste-ciclabili.com/itinerari/3615-pogliano-milanese-ciclopedonale-via-ronchetti,1 km,ciclopedonale,asfalto,0 %,0 m,8
2877,4540,Pognano - Morengo - Ghisalba (anello),https://www.piste-ciclabili.com/itinerari/4540-pognano-morengo-ghisalba-anello,31 km,ciclopedonale,misto,1 %,55 m,8
2878,1976,Ponna: circuito Monte Tellero,https://www.piste-ciclabili.com/itinerari/1976-ponna-circuito-monte-tellero,2 km,ciclostrada,misto,28 %,212 m,8
2879,2858,Ponte Caffaro - Baitoni - Storo,https://www.piste-ciclabili.com/itinerari/2858-ponte-caffaro-baitoni-storo,5 km,ciclopedonale,asfalto,6 %,33 m,8
2880,5052,Ponte di Legno - Passo Gavia,https://www.piste-ciclabili.com/itinerari/5052-ponte-di-legno-passo-gavia,17 km,ciclostrada,asfalto,20 %,1309 m,8
2881,2376,Ponte di Oleggio - Ponte di Turbigo,https://www.piste-ciclabili.com/itinerari/2376-ponte-di-oleggio-ponte-di-turbigo,16 km,ciclabile,misto,22 %,40 m,8
2882,843,Ponte Lambro - Trivulzio superiore,https://www.piste-ciclabili.com/itinerari/843-ponte-lambro-trivulzio-superiore,3 km,ciclabile,asfalto,10 %,10 m,8
2883,1858,Ponte San Marco - Cantrina,https://www.piste-ciclabili.com/itinerari/1858-ponte-san-marco-cantrina,9 km,ciclopedonale,misto,7 %,45 m,8
2884,6151,Ponte San Pietro - Parco faunistico e Lungo Brembo,https://www.piste-ciclabili.com/itinerari/6151-ponte-san-pietro-parco-faunistico-e-lungo-brembo,3 km,ciclostrada,asfalto,5 %,18 m,8
2885,2056,Ponte San Pietro - Terno d'Isola,https://www.piste-ciclabili.com/itinerari/2056-ponte-san-pietro-terno-disola,15 km,strada,asfalto,10 %,43 m,8
2886,120,Ponte sul Po di Cremona - Colorno,https://www.piste-ciclabili.com/itinerari/120-ponte-sul-po-di-cremona-colorno,48 km,ciclabile,misto,2 %,16 m,8
2887,630,Ponte Zanano - Brescia,https://www.piste-ciclabili.com/itinerari/630-ponte-zanano-brescia,16 km,ciclostrada,misto,0 %,0 m,8
2888,5117,Pontenove - Itinerario 4,https://www.piste-ciclabili.com/itinerari/5117-pontenove-itinerario-4,12 km,ciclopedonale,misto,7 %,28 m,8
2889,918,Pontevico - Milzano,https://www.piste-ciclabili.com/itinerari/918-pontevico-milzano,17 km,ciclostrada,misto,7 %,16 m,8
2890,1499,Pontevico - Robecco - Scandolara - Seniga - Alfianello,https://www.piste-ciclabili.com/itinerari/1499-pontevico-robecco-scandolara-seniga-alfianello,22 km,ciclostrada,asfalto,0 %,0 m,8
2891,131,Ponti sul Mincio - Cavriana,https://www.piste-ciclabili.com/itinerari/131-ponti-sul-mincio-cavriana,18 km,strada,asfalto,7 %,101 m,8
2892,1456,Pontirolo Nuovo: ciclabile comunale,https://www.piste-ciclabili.com/itinerari/1456-pontirolo-nuovo-ciclabile-comunale,5 km,ciclabile,asfalto,6 %,11 m,8
2893,1736,Ponzate - Brunate - Baita Boletto (anello),https://www.piste-ciclabili.com/itinerari/1736-ponzate-brunate-baita-boletto-anello,16 km,sentiero,misto,28 %,630 m,8
2894,3224,Porlezza - Bene Lario,https://www.piste-ciclabili.com/itinerari/3224-porlezza-bene-lario,6 km,ciclopedonale,misto,11 %,71 m,8
2895,6085,Pozzaglio -Cremona Pò - Stagno Lombardo,https://www.piste-ciclabili.com/itinerari/6085-pozzaglio-cremona-p-stagno-lombardo,46 km,ciclostrada,misto,1 %,15 m,8
2896,3630,Pozzo d'Adda - Bettola,https://www.piste-ciclabili.com/itinerari/3630-pozzo-dadda-bettola,2 km,ciclopedonale,misto,1 %,1 m,8
2897,3640,Pozzo d'Adda centro - Trezzano Rosa,https://www.piste-ciclabili.com/itinerari/3640-pozzo-dadda-centro-trezzano-rosa,4 km,ciclopedonale,misto,1 %,10 m,8
2898,2875,Pozzo d'Adda via milano,https://www.piste-ciclabili.com/itinerari/2875-pozzo-dadda-via-milano,2 km,ciclopedonale,asfalto,6 %,11 m,8
2899,2411,Pregnana Milanese - Lucernate,https://www.piste-ciclabili.com/itinerari/2411-pregnana-milanese-lucernate,5 km,ciclopedonale,asfalto,20 %,11 m,8
2900,545,Premadio - Torri di Fraele,https://www.piste-ciclabili.com/itinerari/545-premadio-torri-di-fraele,11 km,ciclostrada,asfalto,0 %,0 m,8
2901,2965,Pusiano - Lecco,https://www.piste-ciclabili.com/itinerari/2965-pusiano-lecco,12 km,strada,asfalto,0 %,0 m,8
2902,650,Q.re Forlanini - Parco Forlanini,https://www.piste-ciclabili.com/itinerari/650-qre-forlanini-parco-forlanini,2 km,ciclopedonale,misto,3 %,6 m,8
2903,5792,Q.re Lavanderie-Segrate,https://www.piste-ciclabili.com/itinerari/5792-qre-lavanderie-segrate,4 km,ciclabile,misto,5 %,8 m,8
2904,990,Quartiano - Montanaso (breve),https://www.piste-ciclabili.com/itinerari/990-quartiano-montanaso-breve,8 km,ciclabile,misto,3 %,12 m,8
2905,991,Quartiano - Montanaso (panoramico),https://www.piste-ciclabili.com/itinerari/991-quartiano-montanaso-panoramico,12 km,sentiero,terra,6 %,21 m,8
2906,3591,Quarto Oggiaro: via de Pisisis,https://www.piste-ciclabili.com/itinerari/3591-quarto-oggiaro-via-de-pisisis,3 km,ciclabile,asfalto,1 %,3 m,8
2907,3003,Quarto Oggiaro: via Eritrea - via de Pisis,https://www.piste-ciclabili.com/itinerari/3003-quarto-oggiaro-via-eritrea-via-de-pisis,1 km,ciclabile,asfalto,2 %,3 m,8
2908,1014,Quassa,https://www.piste-ciclabili.com/itinerari/1014-quassa,1 km,strada,misto,1 %,3 m,8
2909,1000,Ranco - Ispra,https://www.piste-ciclabili.com/itinerari/1000-ranco-ispra,4 km,sentiero,misto,7 %,44 m,8
2910,3472,Ranica - Albino - Clusone: ciclabile valseriana,https://www.piste-ciclabili.com/itinerari/3472-ranica-albino-clusone-ciclabile-valseriana,29 km,ciclabile,misto,24 %,298 m,8
2911,5233,Ranica - Val vertova,https://www.piste-ciclabili.com/itinerari/5233-ranica-val-vertova,52 km,ciclopedonale,misto,26 %,443 m,8
2912,2363,Ranzanico - Endine Gaiano - Fabbioni (anello),https://www.piste-ciclabili.com/itinerari/2363-ranzanico-endine-gaiano-fabbioni-anello,9 km,ciclostrada,misto,24 %,145 m,8
2913,1077,Redecesio - Lavanderie - Milano 2,https://www.piste-ciclabili.com/itinerari/1077-redecesio-lavanderie-milano-2,4 km,ciclabile,asfalto,5 %,13 m,8
2914,2351,Regoledo - Alpe Tagliata - Andalo,https://www.piste-ciclabili.com/itinerari/2351-regoledo-alpe-tagliata-andalo,19 km,sentiero,misto,29 %,987 m,8
2915,6211,Rescaldina (Rescalda): via Cardinal Schuster,https://www.piste-ciclabili.com/itinerari/6211-rescaldina-rescalda-via-cardinal-schuster,1 km,ciclabile,asfalto,1 %,3 m,8
2916,6016,Rescaldina - Legnano: ciclabile su SP148,https://www.piste-ciclabili.com/itinerari/6016-rescaldina-legnano-ciclabile-su-sp148,2 km,ciclopedonale,asfalto,0 %,0 m,8
2917,6018,Rescaldina: ciclabile Saronnese,https://www.piste-ciclabili.com/itinerari/6018-rescaldina-ciclabile-saronnese,1 km,ciclabile,asfalto,0 %,1 m,8
2918,6039,Rescaldina: zona commerciale,https://www.piste-ciclabili.com/itinerari/6039-rescaldina-zona-commerciale,1 km,ciclopedonale,asfalto,6 %,4 m,8
2919,1537,Revere - Stellata,https://www.piste-ciclabili.com/itinerari/1537-revere-stellata,33 km,ciclostrada,asfalto,2 %,9 m,8
2920,2616,Rezzato - Colle Sant'Eusebio,https://www.piste-ciclabili.com/itinerari/2616-rezzato-colle-santeusebio,23 km,ciclopedonale,asfalto,25 %,431 m,8
2921,2666,Rezzato - Gavardo - Salò - Lonato (anello),https://www.piste-ciclabili.com/itinerari/2666-rezzato-gavardo-sal-lonato-anello,51 km,ciclabile,asfalto,0 %,0 m,8
2922,5777,Rho - Mazzo,https://www.piste-ciclabili.com/itinerari/5777-rho-mazzo,4 km,ciclabile,asfalto,5 %,10 m,8
2923,1079,Rho - Mazzo zona industriale - Baranzate,https://www.piste-ciclabili.com/itinerari/1079-rho-mazzo-zona-industriale-baranzate,3 km,ciclabile,asfalto,5 %,9 m,8
2924,1076,Rho: via Mazzo,https://www.piste-ciclabili.com/itinerari/1076-rho-via-mazzo,2 km,ciclabile,asfalto,1 %,4 m,8
2925,3968,Riserva Naturale Le Torbiere,https://www.piste-ciclabili.com/itinerari/3968-riserva-naturale-le-torbiere,6 km,sentiero,misto,1 %,15 m,8
2926,2800,Rivalta sul Mincio - Grazie di Curtatone,https://www.piste-ciclabili.com/itinerari/2800-rivalta-sul-mincio-grazie-di-curtatone,4 km,ciclabile,asfalto,2 %,9 m,8
2927,2548,Rivolta D'Adda - Spino D'Adda (anello),https://www.piste-ciclabili.com/itinerari/2548-rivolta-dadda-spino-dadda-anello,28 km,sentiero,misto,10 %,33 m,8
2928,1008,Robbiano - Triginto,https://www.piste-ciclabili.com/itinerari/1008-robbiano-triginto,3 km,ciclabile,asfalto,1 %,6 m,8
2929,3092,Robecco - Albairate - Cassinetta,https://www.piste-ciclabili.com/itinerari/3092-robecco-albairate-cassinetta,13 km,strada,asfalto,2 %,10 m,8
2930,1740,Robecco sul Naviglio: S.S. 526 verso il centro del paese,https://www.piste-ciclabili.com/itinerari/1740-robecco-sul-naviglio-ss-526-verso-il-centro-del-paese,1 km,ciclopedonale,asfalto,2 %,2 m,8
2931,1739,Robecco sul Naviglio: Via 26 Aprile - zona industriale,https://www.piste-ciclabili.com/itinerari/1739-robecco-sul-naviglio-via-26-aprile-zona-industriale,1 km,ciclopedonale,asfalto,5 %,4 m,8
2932,522,Roccabianca - San Daniele Po - Stagno Lombardo - Gerre dè Caprioli,https://www.piste-ciclabili.com/itinerari/522-roccabianca-san-daniele-po-stagno-lombardo-gerre-d-caprioli,25 km,ciclabile,asfalto,0 %,0 m,8
2933,6149,Rodendo Saiano - ciclabile sul Gandovere,https://www.piste-ciclabili.com/itinerari/6149-rodendo-saiano-ciclabile-sul-gandovere,2 km,ciclabile,ghiaia,0 %,0 m,8
2934,4884,Rodengo - Camignone,https://www.piste-ciclabili.com/itinerari/4884-rodengo-camignone,9 km,ciclopedonale,asfalto,5 %,39 m,8
2935,2857,Roè - Sabbio Chiese,https://www.piste-ciclabili.com/itinerari/2857-ro-sabbio-chiese,11 km,ciclopedonale,asfalto,7 %,256 m,8
2936,4214,Rolo - Peschiera,https://www.piste-ciclabili.com/itinerari/4214-rolo-peschiera,88 km,strada,asfalto,10 %,62 m,8
2937,1206,Rolo - Rovereto - Moglia - Concordia - Novi,https://www.piste-ciclabili.com/itinerari/1206-rolo-rovereto-moglia-concordia-novi,39 km,sentiero,misto,2 %,10 m,8
2938,4213,Rolo: anello dei fiumi,https://www.piste-ciclabili.com/itinerari/4213-rolo-anello-dei-fiumi,46 km,strada,asfalto,4 %,10 m,8
2939,4210,Rolo: anello della domenica,https://www.piste-ciclabili.com/itinerari/4210-rolo-anello-della-domenica,33 km,strada,misto,3 %,8 m,8
2940,4212,Rolo: anello di gruppo,https://www.piste-ciclabili.com/itinerari/4212-rolo-anello-di-gruppo,30 km,strada,misto,2 %,8 m,8
2941,1154,Romano - zona industriale Ovest,https://www.piste-ciclabili.com/itinerari/1154-romano-zona-industriale-ovest,1 km,ciclabile,asfalto,2 %,1 m,8
2942,1489,Romano di Lomabardia: sottopasso ferroviario stazione,https://www.piste-ciclabili.com/itinerari/1489-romano-di-lomabardia-sottopasso-ferroviario-stazione,1 km,ciclabile,asfalto,5 %,1 m,8
2943,1108,Romano di Lombardia - ciclabile circonvallazione,https://www.piste-ciclabili.com/itinerari/1108-romano-di-lombardia-ciclabile-circonvallazione,3 km,ciclabile,asfalto,5 %,5 m,8
2944,1743,Romano di Lombardia - Covo - Camisano,https://www.piste-ciclabili.com/itinerari/1743-romano-di-lombardia-covo-camisano,11 km,ciclopedonale,misto,1 %,30 m,8
2945,1107,Romano di Lombardia: dal fiume Serio alla Città,https://www.piste-ciclabili.com/itinerari/1107-romano-di-lombardia-dal-fiume-serio-alla-citt,3 km,strada,misto,5 %,6 m,8
2946,2218,Roncello - Busnago,https://www.piste-ciclabili.com/itinerari/2218-roncello-busnago,2 km,ciclopedonale,asfalto,1 %,11 m,8
2947,3581,Roncello - Trezzano Rosa - Grezzago: cavalcavia,https://www.piste-ciclabili.com/itinerari/3581-roncello-trezzano-rosa-grezzago-cavalcavia,1 km,ciclabile,misto,2 %,4 m,8
2948,1640,Roncello: circonvallazione S-E,https://www.piste-ciclabili.com/itinerari/1640-roncello-circonvallazione-s-e,2 km,ciclopedonale,asfalto,5 %,9 m,8
2949,1476,Roncola di Treviolo - Bonate Sopra,https://www.piste-ciclabili.com/itinerari/1476-roncola-di-treviolo-bonate-sopra,12 km,ciclopedonale,terra,8 %,39 m,8
2950,2895,Rosate Motta e Naviglio di Bereguardo,https://www.piste-ciclabili.com/itinerari/2895-rosate-motta-e-naviglio-di-bereguardo,24 km,strada,asfalto,3 %,9 m,8
2951,1239,Rozzano - Trezzano sul Naviglio,https://www.piste-ciclabili.com/itinerari/1239-rozzano-trezzano-sul-naviglio,10 km,strada,asfalto,4 %,19 m,8
2952,2031,Rozzano: dalla Clinica Humanitas al Naviglio Pavese,https://www.piste-ciclabili.com/itinerari/2031-rozzano-dalla-clinica-humanitas-al-naviglio-pavese,3 km,ciclabile,asfalto,12 %,12 m,8
2953,715,Ruderi Castelseprio - Castellanza,https://www.piste-ciclabili.com/itinerari/715-ruderi-castelseprio-castellanza,16 km,strada,misto,0 %,0 m,8
2954,3041,S.Brigida - Valtorta - Cusio. MTB (anello),https://www.piste-ciclabili.com/itinerari/3041-sbrigida-valtorta-cusio-mtb-anello,33 km,strada,misto,28 %,907 m,8
2955,1996,S.Fedele - Laino - Ponna (anello),https://www.piste-ciclabili.com/itinerari/1996-sfedele-laino-ponna-anello,14 km,strada,asfalto,29 %,440 m,8
2956,3108,Sabbione - Torre de Torti,https://www.piste-ciclabili.com/itinerari/3108-sabbione-torre-de-torti,4 km,ciclostrada,terra,5 %,24 m,8
2957,2175,Sabbione Cantarana,https://www.piste-ciclabili.com/itinerari/2175-sabbione-cantarana,4 km,ciclostrada,misto,0 %,0 m,8
2958,3574,Sabbioneta - Mantova,https://www.piste-ciclabili.com/itinerari/3574-sabbioneta-mantova,46 km,ciclostrada,asfalto,5 %,10 m,8
2959,1885,Sairano,https://www.piste-ciclabili.com/itinerari/1885-sairano,1 km,ciclopedonale,asfalto,0 %,1 m,8
2960,916,Salionze - Sommmacampagna - Salionze,https://www.piste-ciclabili.com/itinerari/916-salionze-sommmacampagna-salionze,81 km,strada,misto,10 %,123 m,8
2961,4542,Salionze - Valeggio,https://www.piste-ciclabili.com/itinerari/4542-salionze-valeggio,19 km,sentiero,terra,22 %,73 m,8
2962,3047,Salita al colle Gallo,https://www.piste-ciclabili.com/itinerari/3047-salita-al-colle-gallo,7 km,strada,asfalto,29 %,418 m,8
2963,3754,Salita San Nicola - Montevecchia Alta,https://www.piste-ciclabili.com/itinerari/3754-salita-san-nicola-montevecchia-alta,41 km,sentiero,misto,25 %,615 m,8
2964,6062,Samarate (Cascina Costa) - Cardano al Campo,https://www.piste-ciclabili.com/itinerari/6062-samarate-cascina-costa-cardano-al-campo,2 km,ciclopedonale,terra,2 %,13 m,8
2965,6066,Samarate: via Agusta verso Cascina Costa,https://www.piste-ciclabili.com/itinerari/6066-samarate-via-agusta-verso-cascina-costa,3 km,ciclopedonale,asfalto,3 %,11 m,8
2966,6067,Samarate: via Lazzaretto,https://www.piste-ciclabili.com/itinerari/6067-samarate-via-lazzaretto,1 km,ciclabile,asfalto,5 %,3 m,8
2967,716,San Donato - Metanopoli - Bolgiano - Certosa,https://www.piste-ciclabili.com/itinerari/716-san-donato-metanopoli-bolgiano-certosa,7 km,ciclopedonale,misto,11 %,17 m,8
2968,1505,San Donato - Sorigherio,https://www.piste-ciclabili.com/itinerari/1505-san-donato-sorigherio,1 km,ciclabile,asfalto,5 %,3 m,8
2969,5078,San Donato - Sorigherio,https://www.piste-ciclabili.com/itinerari/5078-san-donato-sorigherio,1 km,ciclopedonale,asfalto,1 %,2 m,8
2970,4361,San Donato Milanese - San Giuliano Milanese,https://www.piste-ciclabili.com/itinerari/4361-san-donato-milanese-san-giuliano-milanese,3 km,ciclopedonale,misto,5 %,5 m,8
2971,5036,San Donato Milanese: ciclopedonale ospedale,https://www.piste-ciclabili.com/itinerari/5036-san-donato-milanese-ciclopedonale-ospedale,1 km,ciclopedonale,ghiaia,5 %,3 m,8
2972,1614,San Felice - Cremona - Sales,https://www.piste-ciclabili.com/itinerari/1614-san-felice-cremona-sales,15 km,ciclopedonale,misto,5 %,15 m,8
2973,2255,San felice del Benaco - Lago d'Idro,https://www.piste-ciclabili.com/itinerari/2255-san-felice-del-benaco-lago-didro,93 km,strada,asfalto,28 %,892 m,8
2974,1012,San Fiorano - Corno Giovine,https://www.piste-ciclabili.com/itinerari/1012-san-fiorano-corno-giovine,2 km,ciclopedonale,asfalto,1 %,3 m,8
2975,1111,San Fiorano - Santo Stefano - Corno Giovine,https://www.piste-ciclabili.com/itinerari/1111-san-fiorano-santo-stefano-corno-giovine,6 km,ciclopedonale,asfalto,0 %,11 m,8
2976,3139,San Fruttuoso - San Rocco,https://www.piste-ciclabili.com/itinerari/3139-san-fruttuoso-san-rocco,2 km,ciclabile,asfalto,0 %,4 m,8
2977,3005,San Giorgio (Parco di Monza) - stazione Biassono-Lesmo FS (Valle del Lambro),https://www.piste-ciclabili.com/itinerari/3005-san-giorgio-parco-di-monza-stazione-biassono-lesmo-fs-valle-del-lambro,3 km,strada,asfalto,10 %,12 m,8
2978,3366,San Giovanni in croce - Casteldidone - Rivarolo Mantovano,https://www.piste-ciclabili.com/itinerari/3366-san-giovanni-in-croce-casteldidone-rivarolo-mantovano,7 km,sentiero,misto,3 %,7 m,8
2979,3423,San Giovanni in croce - Casteldidone - Rivarolo Mantovano,https://www.piste-ciclabili.com/itinerari/3423-san-giovanni-in-croce-casteldidone-rivarolo-mantovano,6 km,sentiero,misto,7 %,7 m,8
2980,3413,San Giovanni in Croce - Piadena,https://www.piste-ciclabili.com/itinerari/3413-san-giovanni-in-croce-piadena,15 km,ciclostrada,misto,1 %,11 m,8
2981,3364,San giovanni in croce - Torre de Picenardi,https://www.piste-ciclabili.com/itinerari/3364-san-giovanni-in-croce-torre-de-picenardi,15 km,strada,asfalto,1 %,12 m,8
2982,2020,San Giuliano - Melegnano attraverso il Parco Sud,https://www.piste-ciclabili.com/itinerari/2020-san-giuliano-melegnano-attraverso-il-parco-sud,16 km,strada,misto,12 %,19 m,8
2983,2028,San Giuliano Milanese: Via della Repubblica,https://www.piste-ciclabili.com/itinerari/2028-san-giuliano-milanese-via-della-repubblica,2 km,ciclabile,asfalto,3 %,5 m,8
2984,2180,San Martino in Strada - Lodi,https://www.piste-ciclabili.com/itinerari/2180-san-martino-in-strada-lodi,6 km,ciclopedonale,asfalto,10 %,8 m,8
2985,3100,San Nazzaro - Cremona (anello),https://www.piste-ciclabili.com/itinerari/3100-san-nazzaro-cremona-anello,44 km,ciclabile,asfalto,3 %,14 m,8
2986,2490,San Pietro (Pv) Cascina Scagliona - Roggia Vernavola,https://www.piste-ciclabili.com/itinerari/2490-san-pietro-pv-cascina-scagliona-roggia-vernavola,1 km,ciclopedonale,asfalto,0 %,0 m,8
2987,1203,San Pietro All'Olmo - Sedriano,https://www.piste-ciclabili.com/itinerari/1203-san-pietro-allolmo-sedriano,4 km,ciclabile,asfalto,5 %,6 m,8
2988,1334,San Rocco al Porto - Castelnuovo Bocca d'Adda,https://www.piste-ciclabili.com/itinerari/1334-san-rocco-al-porto-castelnuovo-bocca-dadda,24 km,ciclabile,asfalto,5 %,11 m,8
2989,149,San Siro - Quistello - Bondanello,https://www.piste-ciclabili.com/itinerari/149-san-siro-quistello-bondanello,16 km,strada,asfalto,2 %,7 m,8
2990,3790,San zenone al Lambro - Santa Maria In Prato,https://www.piste-ciclabili.com/itinerari/3790-san-zenone-al-lambro-santa-maria-in-prato,2 km,ciclopedonale,asfalto,5 %,7 m,8
2991,1874,Sanazzaro: via Mattei,https://www.piste-ciclabili.com/itinerari/1874-sanazzaro-via-mattei,1 km,sentiero,ghiaia,5 %,6 m,8
2992,1798,Sannazzaro - Buscarella,https://www.piste-ciclabili.com/itinerari/1798-sannazzaro-buscarella,2 km,ciclopedonale,asfalto,0 %,3 m,8
2993,2385,Sannazzaro de' Burgondi: sentiero del conto',https://www.piste-ciclabili.com/itinerari/2385-sannazzaro-de-burgondi-sentiero-del-conto,1 km,ciclopedonale,terra,2 %,3 m,8
2994,1865,Sannazzaro: centro storico,https://www.piste-ciclabili.com/itinerari/1865-sannazzaro-centro-storico,2 km,ciclopedonale,asfalto,0 %,0 m,8
2995,1866,Sannazzaro: dal centro alla rotonda est,https://www.piste-ciclabili.com/itinerari/1866-sannazzaro-dal-centro-alla-rotonda-est,2 km,ciclopedonale,asfalto,2 %,5 m,8
2996,1868,Sannazzaro: via Mongini - rotonda nord,https://www.piste-ciclabili.com/itinerari/1868-sannazzaro-via-mongini-rotonda-nord,1 km,ciclopedonale,asfalto,4 %,2 m,8
2997,1867,Sannazzaro: via Mongini - via Vigevano,https://www.piste-ciclabili.com/itinerari/1867-sannazzaro-via-mongini-via-vigevano,1 km,ciclopedonale,asfalto,2 %,2 m,8
2998,3606,Santa Giuletta - San Re,https://www.piste-ciclabili.com/itinerari/3606-santa-giuletta-san-re,7 km,strada,asfalto,2 %,22 m,8
2999,2537,Santa Maria del Monte: Sacro Monte - Campo dei fiori,https://www.piste-ciclabili.com/itinerari/2537-santa-maria-del-monte-sacro-monte-campo-dei-fiori,10 km,strada,asfalto,27 %,717 m,8
3000,1117,Santo Stefano - San Rocco al Porto,https://www.piste-ciclabili.com/itinerari/1117-santo-stefano-san-rocco-al-porto,4 km,ciclopedonale,asfalto,1 %,5 m,8
3001,5218,Santo Stefano Lodigiano - Fombio,https://www.piste-ciclabili.com/itinerari/5218-santo-stefano-lodigiano-fombio,9 km,ciclopedonale,misto,5 %,14 m,8
3002,3448,Santo Stefano Ticino,https://www.piste-ciclabili.com/itinerari/3448-santo-stefano-ticino,2 km,ciclabile,asfalto,1 %,5 m,8
3003,3449,Santo Stefano Ticino: cimitero,https://www.piste-ciclabili.com/itinerari/3449-santo-stefano-ticino-cimitero,6 km,ciclabile,misto,1 %,5 m,8
3004,5767,Saronno - Caronno (seguendo il Lura),https://www.piste-ciclabili.com/itinerari/5767-saronno-caronno-seguendo-il-lura,3 km,ciclopedonale,misto,6 %,13 m,8
3005,6186,Saronno: via Bergamo,https://www.piste-ciclabili.com/itinerari/6186-saronno-via-bergamo,1 km,ciclopedonale,asfalto,0 %,-10 m,8
3006,6053,Saronno: via Mazzolari - Ospedale,https://www.piste-ciclabili.com/itinerari/6053-saronno-via-mazzolari-ospedale,2 km,ciclabile,asfalto,5 %,5 m,8
3007,6214,Saronno: via Roma,https://www.piste-ciclabili.com/itinerari/6214-saronno-via-roma,1 km,ciclabile,asfalto,0 %,0 m,8
