,_id,bambini,pattinatori,descrizione,ultimo_aggiornam,link_imm_percorso
2086,3025, No, No,"
Nuovo circuito stradale con passaggio di 2 km circa sulla nuova variante della ss24.

Circuito favoloso per gli appassionati della velocità delle due ruote.
Da provare in libertà.

Asfalto drenante super fine !!!

"," 21 novembre 12

",https://www.piste-ciclabili.com/print/3025-variante_alpignano_pianezza_-_parucco_-_san_pancrazio_(anello)
2087,2039, Non votato, No,"
Percorso realizzato con il prezioso aiuto di Federico di Acqui Terme.

L'itinerario si snoda in un ambiente è simile a quello del percorso ""saliscendi collinari Bubbio-Ponzone, ma il percorso stradale che predilige stradine secondarie e alcuni particolari ne fanno un tour praticamente nuovo.

Si toccano molti punti panoramici (vedi Ponzone-Cavatore) adatti ai cicloamatori che amano gli spvedi Ponzone-Cavatore), ma anche per coloro che sanno apprezzare i piccoli particolari come una casa, un albero secolare, un vecchio pozzo in pietra, la chiesetta medioevale, il ponte sul ruscello, i cambi di visuale dovuti ai diversi versanti che la strada percorre.

Se non si sanno cogliere questi segni e non si è sufficientemente allenati da superare le asperità più impegnative, è meglio evitare il giro. In caso contrario val davvero la pena di farlo.

Da notare la presenza a Cavatore di un osservatorio astronomico dotato di telescopio computerizzato, dove in estate vengono organizzate varie camminate notturne per andare ad osservare le stelle (http://www.cavatore.org/html/luoghicavau1a.html)

"," 20 giugno 11

",https://www.piste-ciclabili.com/print/2039-variante_bubbio_-_ponzone
2088,4082, No, No,"
E' un breve ma impegnativo percorso che ci porta, dalla grande rotonda tra Fiano e Varisella, verso il borgo di Baratonia.

La strada è tutta asfaltata ed arriva su una spianata con una vecchia chiesa all'arrivo.

Il tratto è stato considerato ciclabile visto il rarissimo traffico automobilistico anche se sufficientemente larga.

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4082-varisella_-_baratonia
2089,4078, No, No,"
Partendo dal bivio basso di Varisella andiamo sempre lungo la strada bassa.

Proseguiamo sempre lungo la strada principale sino a raggiungere, dopo aver lambito la chiesa della Madonna della Neve, la località di Filliè.

Il piccolo borgo, nell'ultimo tratto, è transennato da una sbarra apribile (non sò il perchè).

Tutto il tratto è ben asfaltato sino al campeggio.

Da qui diparte un'altra strada, sempre transennata, che in strerrato porta in mezzo ai boschi.

Vista la riservatezza del percorso la considero una ""salitosa"" ciclabile.

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4078-varisella_-_madonna_della_neve_-_filli%EF%BF%BD
2090,4079, No, No,"
Possiamo raggiungere il borgo di Ramai da vari attraversamenti di Varisella, io ne ho scelto uno che ha una via più defilata.

Raggiunta la frazione si dipartono alcuni percorsi, questi in sterrato, che possono essere ben utilizzati anche per delle gite a piedi.

Percorso, in buona salita, considerato ciclabile anche se frequentabile in auto (rarissime).

"," 18 novembre 12

",https://www.piste-ciclabili.com/print/4079-varisella_-_ramai
2091,6203, Si, Si,"
ciclopedonale tra venaria e collegno


"," 16 ottobre 18

",https://www.piste-ciclabili.com/print/6203-venaria_-_collegno
2092,6174, Si, Si,"
Ciclabile pianeggiante, facile. Da Venaria, ti porta direttamente nel parco ""Pellerina"".

"," 27 marzo 18

",https://www.piste-ciclabili.com/print/6174-venaria_reale_-_torino
2093,2702, Si, No,"
Suggestivo tratto di ciclabile mista asfalto\terra battuta che circonda il lato nord del borgo antico di Venaria Reale costeggiando il torrente Ceronda.

"," 6 novembre 10

",https://www.piste-ciclabili.com/print/2702-venaria_reale:_ciclabile_lungo_la_ceronda
2094,2700, Si, Si,"
Strada ciclabile che attraversa la zona est di Venaria Reale e porta da Via Amati alla stazione ferroviaria

"," 6 novembre 10

",https://www.piste-ciclabili.com/print/2700-venaria_reale:_ciclabile_via_amati_-_stazione
2095,3279, Si, Si,"
Ciclabile tracciata nel 2011 dal Comune di Venaria che ne attraversa parte della zona industriale e commerciale.

"," 24 agosto 11

",https://www.piste-ciclabili.com/print/3279-venaria_reale:_ciclabile_via_druento_-_zona_stazione_rigola
2096,2701, Si, Si,"
breve tratto di ciclabile in mezzo ai prati che congiunge nella zona di Altessano via Giuseppe Saragat con via Giuseppe di Vittorio ove si incrocia l'altra ciclabile via Gaetano Amati - Stazione ferroviaria.

"," 6 novembre 10

",https://www.piste-ciclabili.com/print/2701-venaria_reale:ciclabile_via_saragat_-_via_giuseppe_di_vittorio
2097,2138, Si, Non votato,"
Itinerario che partendo da Verbania Pallanza (stazione FS) permette di arrivare a Novara (stazione FS).

Il percorso è adatto a MTB o bici da turismo con coperture robuste.

La traccia prende avvio dalla stazione Fs di Verbania Pallanza. Segue la ciclabile per Fondotoce, quindi un tratto della statale 33 e supera il Toce.

Quindi segue, su sentiero, la ciclabile della Riserva naturale di Fondotoce fino al ponte pedonale sullo Strona e quindi a Gravellona Toce. Prima salita, su asfalto, da Gravellona Toce a Granerolo (via Granerolo).

Seconda salita: da Borca (Omegna) ad Agrano, su asfalto. Attenzione: da Agrano a Casale Rovigo, tratto consigliato solo a MTB, su fondo naturale, con un guado e due rampe al 20-22% (la prima su sterrato); con bici normali proseguire lungo la SP 42.

A Gozzano difficoltà di passaggio in fondo a Via dei Prati per via del cantiere FS (maggio 2010). Quindi alternanza di lunghi tratto in asfalto con tratti di buon sterrato, salavo l'ultimo, fra le risaie, da Caltignaga Vignale, molto solcato, impraticabile in caso di piogge recenti.

Buon ingresso in Novara per Via delle Rosette. Nel tratto da Gozzano a Novara si tratta di ideale itinerario ciclabile per raggiungere da Novara il Lago dOrta.
Uscita da Verbania FS: buona, lungo la ciclabile per Fondotoce, solo un tratto trafficato lungo la SS 33 per superare il fiume Toce.

Ingresso a Novara: buono lungo la periferica Via delle Rosette.

Note: Si segue la valle dello Strona e la costa del Lago dOrta sul lato orientale; costringe a due salite, ma evita la congestione del fondovalle. Da Gozzano a Novara serpeggia nellalta pianura novarese con begli scorci campestri e alcuni borghi di bella impronta rurale. Passaggio nel centro storico di Borgomanero.

www.city-link.it

","e 10

",https://www.piste-ciclabili.com/print/2138-verbania_fs_-_novara
2098,1532, Si, Si,"
Ciclabile che premette di raggiungere, partendo da Vercelli, la frazione di Cappuccini

"," 1 luglio 09

",https://www.piste-ciclabili.com/print/1532-vercelli_-_cappuccini
2099,4236, No, No,"
Itinerario su percorso dell' antica via Francigena.

L'itinerario è in gran parte sulla cresta dell'argine artificiale del viume Sesia, quindi leggermente rialzato e di conseguenza si ha una visione molto suggestiva della campagna che lo circonda. Fondo sterrato ma molto piacevole in quanto compatto per l' utilizzo misto di chiaia e sabbia.

Arrivati a Palestro sicuramente vale la pena di fare visita all' antico castello e al monumento commemorativo della battaglia di Palestro (1859)

"," 11 marzo 13

",https://www.piste-ciclabili.com/print/4236-vercelli-palestro
2100,1529, Si, No,"
cerchia dei viali cittadini

"," 1 luglio 09

",https://www.piste-ciclabili.com/print/1529-vercelli:_cerchia_dei_viali
2101,1535, Si, No,"
Ciclabile che attraversa corso Salamano

"," 2 luglio 09

",https://www.piste-ciclabili.com/print/1535-vercelli:_corso_alessandro_salamano
2102,1540, Si, No,"
Ciclabile che percorre corso Giusteppe Rigola

"," 3 luglio 09

",https://www.piste-ciclabili.com/print/1540-vercelli:_corso_giusteppe_rigola
2103,1531, No, Si,"
Ciclabile che attraversa da corso Tanaro attraversa via Viviani e consente di raggiungere corso Salamano.

"," 1 luglio 09

",https://www.piste-ciclabili.com/print/1531-vercelli:_corso_tanaro_-_via_viviani_-_corso_salamano
2104,1534, Si, No,"
Ciclabile che attraversa corso Torino e corso Prestinari

"," 2 luglio 09

",https://www.piste-ciclabili.com/print/1534-vercelli:_corso_torino_-_corso_prestinari
2105,1539, Si, No,"
Ciclabile che percorre via Trento e via Trieste.

"," 3 luglio 09

",https://www.piste-ciclabili.com/print/1539-vercelli:_via_trento_-_via_trieste
2106,1550, Si, Si,"
Pista ciclabile che attraversa via Trino

"," 4 luglio 09

",https://www.piste-ciclabili.com/print/1550-vercelli:_via_trino
2107,1530, Si, No,"
Ciclabile che attraersa via rimembranza, viale dell'aeronautica e corso Avogadro di Quaregna

"," 1 luglio 09

",https://www.piste-ciclabili.com/print/1530-vercelli:_viale_delle_rimembranze
2108,3900, No, No,"
Giro dei due laghi. Splendido giro che permette di godere di bellissimi panorami sul lago maggiore e sul lago d'Orta. Si parte da Vezzo e si scende verso Carpugnino.

Si segue l'alto Vergante per circa 20 km fino ad Invorio. La strada sale e scende con rampe del 6%. La prima (che porta a Massino Visconti) e' lunga poco piu' di 500mt.

Ad invorio si gira verso il lago d'Orta e dopo qualche rampa si arriva allo splendido panorama del l'ago d'Orta.

Si costeggia il lago d'Orta fino ad Armeno (si consiglia di fermarsi sopra Orta San Giulio per godere dello spoendido panorama). La strada riprende a salire e poco prima di Sovazza c'e' una rampa che arriva all'8%. Dopo Sovazza la strada continua con un piacevole saliscendi fino a Gignese. Da Gignese, la strada prosegue con una ripida discesa fino a Vezzo per circa 2Km.

Splendido giro fatto con bici da corsa.

"," 16 luglio 12

",https://www.piste-ciclabili.com/print/3900-vezzo_-_invorio_-_armeno_-_gignese_(anello)
2109,3629, No, No,"
Un giro tra torinese e astigiano fino all'abbazia di Santa Maria di Vezzolano, il più famoso monumento romanico astigiano.

Il percorso è tutto su asfalto. Nel tratto urbano torinese e di pianura lungo il Po il traffico è abbastanza intenso. Ma appena si sale le macchine si contano sulle dita di una mano.

Lo spettacolo collinare della strada dei vini e poi della strada dei santi è incantevole.

L'abbazia merita una visita e il bar vicino merita una sosta per assaggiare una delle meravigliose torte fatte in casa. Il ritorno è veloce, in discesa nel primo tratto poi tutta pianura.

"," 17 marzo 12

",https://www.piste-ciclabili.com/print/3629-vezzolano
2110,2620, Si, Si,"
È un nuovo tratto di ciclabile ""bella e pura"" ricavato sul vecchio tracciato ferroviario che collega i 6 comuni (ex ferrovia Airasca-Moretta). Di recentissima realizzazione, la pista è stata ribattezzata la ""Via delle Risorgive"" ed è realizzata su asfalto con attraversamenti ben segnalati e la possibilità di fare cicloturismo, visitando i centri storici e i vari punti di interesse.
Per ulteriori informazioni consultare il sito: www.viadellerisorgive.it


"," 24 agosto 15

",https://www.piste-ciclabili.com/print/2620-via_delle_risorgive:_airasca_-_scalenghe_-_cercenasco_-_vigone_-_villafranca_-_moretta
2111,95, Si, Si,"
Brevissimo tratto di pista ciclabile a Intra, sul Lago Maggiore.
Utile per raggiungere il Bennet in bici.

"," 31 agosto 07

",https://www.piste-ciclabili.com/print/95-via_guido_rossa
2112,274, Non votato, Non votato,"
Dal paesaggio della piana irrigua al fascino delle colline moreniche del Medio Novarese, alla scoperta delle bellezze artistiche, storiche e naturalistiche di Isarno, Caltignaga, Badia di Dulzago e Linduno e delle opere di Alessandro Antonelli a Oleggio e Bellinzago.

"," 8 maggio 11

",https://www.piste-ciclabili.com/print/274-vignale_-_oleggio
2113,3044, Si, No,"
Percorso completamente asfaltato, il manto stradale non è ottimo, soprattutto nella zona da Zucchea a Vigone.

Tranne il punto in cui si rientra sulla statale, è una strada poco frequentata da automobili

"," 5 giugno 11

",https://www.piste-ciclabili.com/print/3044-vigone_-_macello_(anello)
2114,3548, No, No,"
Percorso panoramico e inpegnativo

"," 1 dicembre 12

",https://www.piste-ciclabili.com/print/3548-villadeati_-_monte_lungo
2115,3502, Non votato, No,"
Giro molto panoramico con molti saliscendi

"," 19 novembre 11

",https://www.piste-ciclabili.com/print/3502-villadeati:_basso_monferrato
2116,5245, Non votato, Si,"
Salita di 16 km che attraversa la valle Antrona, a partire da Villadossola (VB).

Da Antronapiana è possibile raggiungere il lago di Antrona in bicicletta e godere dell'ottimo paesaggio.

"," 11 settembre 14

",https://www.piste-ciclabili.com/print/5245-villadossola_-_antronapiana
2117,3935, No, Si,"
Percorso medio-facile con poche salite.

Un po' fastidioso in alcuni tratti se le auto non vi piacciono.

Lievemente più faticoso al ritorno che all'andata dovuto a più falsi-piani in salita.

","e 13

",https://www.piste-ciclabili.com/print/3935-villarbasse_-_torino:_parco_ruffini
2118,2579, No, Si,"
Da via Villarbasse, ma più esattamente ai confini di Rivoli, dalla rotonda prendiamo l'indicazione per il Castello di Rivoli. Ci sono subito due irte salite che si riescono a fare bene solo perché sono corte.
L'arrivo é proprio all'affascinante Castello.

"," 12 settembre 10

",https://www.piste-ciclabili.com/print/2579-villarbasse_castello_di_rivoli
2119,1565, Si, Non votato,"
Graziosa ciclabile in fase di ampliamento.

"," 7 luglio 09

",https://www.piste-ciclabili.com/print/1565-villarbasse:_ciclabile_interna
2120,1566, Si, No,"
Ciclabile non di recente fattura, buona per evitare il pressante traffico e i pericoli della strada statale.

"," 7 luglio 09

",https://www.piste-ciclabili.com/print/1566-villarbasse:_ciclabile_verso_rivoli
2121,2988, Si, No,"
Percorso di andata e ritorno (km 26,5 circa) da Villastellone a Carignano passando attraverso borghi e luoghi naturalistici suggestivi.

"," 9 novembre 12

",https://www.piste-ciclabili.com/print/2988-villastellone_-_carignano
2122,3665, No, No,"
Da Villastellone (TO) a Ceresole d'Alba (CN) passando per Casanova dove merita una sosta per ammirare l'abbazia.

Fino a Casanova traffico praticamente assente e percorso su stradine di campagna asfaltate. Da Casanova a Ceresole attenzione alle macchine (non tantissime) che viaggiano ad alta velocità e all'assenza di una corsia a bordostrada destinata alle biciclette.


","e 12

",https://www.piste-ciclabili.com/print/3665-villastellone_-_ceresole_d%27alba
2123,3659, Si, No,"
Percorso pianeggiante e su strade sterrate o dal traffico automobilistico praticamente assente.

","e 12

",https://www.piste-ciclabili.com/print/3659-villastellone_-_savigliano
2124,3661, Si, No,"
Breve anello ciclistico su strade di campagna che passa per la famosa Abbazia di Casanova

"," 9 novembre 12

",https://www.piste-ciclabili.com/print/3661-villastellone:_abbazia_e_cascine_nei_dintorni
2125,414, No, No,"
Tratto ciclopedonaletra Vinovo e Piobesi

"," 17 marzo 08

",https://www.piste-ciclabili.com/print/414-vinovo_-_piobesi
2126,3032, No, No,"
La pianura tra Virle P.te e Vigone

"," 7 dicembre 12

",https://www.piste-ciclabili.com/print/3032-virle_-_vigone
2127,4638, No, No,"
Voghera - Genova

"," 9 agosto 13

",https://www.piste-ciclabili.com/print/4638-voghera_-_genova
2128,5251, Si, Si,"
Anello su strada asfaltata a basso traffico di auto, prevalentemente in mezzo ai campi, con partenza da Volpiano in via Ciriè, passaggio da San Francesco al Campo, attraversamento di Leinì, ritorno a Volpiano sempre per la via Ciriè.

"," 27 settembre 14

",https://www.piste-ciclabili.com/print/5251-volpiano_-_s.francesco_al_campo_-_lein%EF%BF%BD_(anello)
2129,3387, No, No,"
Prima parte pianeggiente

Parte centrale collinare

Ritorno pianeggiante

"," 4 gennaio 13

",https://www.piste-ciclabili.com/print/3387-volpiano_-_vische_-_candia_(anello)
2130,5180, No, No,"
Verso la Basilica di Cumiana da Volvera

"," 22 luglio 14

",https://www.piste-ciclabili.com/print/5180-volvera_-_cumiana
2131,555, No, No,"
Partiamo da Volvera dalla rotonda che abbiamo raggiunto con la Stupinigi-Volvera.

Tutto il percorso é segnalato da specifici cartelli ciclabili blu che - dove citato - indicano ""Pinerolo"" e che vanno sempre seguiti.
E' anche per questo che il percorso và considerato ciclabile a tutti gli effetti.

Il percorso - tranne una prima parte a Volvera in ciclabile protetta - é tutto in strade di campagna suggestive e poco trafficate.

Si svolge tutto in mezzo alla campagna.
Attenzione all'entrata del paese di Piscina dove é possibile attraversare subito la ferrovia e quindi incunearsi all'interno del paese oppure attraversarla dopo a fine strada.
Si percorre quindi la strada vecchia di Piscina che porta - sempre in lieve salita - a Pinerolo.
Sempre seguendo le indicazioni dei cartelli ciclabili si giunge al Palaghiaccio Olimpico di Curling; se si vuole invece visitare la bella cittadina - poco prima del palaghiaccio - ci si infila in un sottopasso della ferrovia e si prosegue verso il centro cittadino.

"," 27 novembre 12

",https://www.piste-ciclabili.com/print/555-volvera_-_pinerolo_(palaghiaccio_olimpico)
2132,3693, Si, No,"
Itinerario ciclabile di collegamento tra i comuni di Volvera e Piossasco che si sviluppa prevalentemente su strade di campagna a fondo naturale.

Lungo il percorso si possono ammirare scorci interessanti sul monte San Giorgio e sull'intero arco alpino.

","e 12

",https://www.piste-ciclabili.com/print/3693-volvera_-_piossasco
2133,3683, No, Si,"
Pista ciclabile nel comune di Volvera di collegamento tra il Capoluogo e le frazioni Gerbole e Zucche.

Percorso in sede propria che si sviluppa per buona parte lungo la strada Provinciale n.139.


","e 12

",https://www.piste-ciclabili.com/print/3683-volvera_-_pista_ciclabile_tra_le_frazioni_e_il_capoluogo
2134,3692, Si, No,"
Percorso ciclopedonale che si sviluppa nel concentrico di Volvera lungo strada Piossasco

","e 12

",https://www.piste-ciclabili.com/print/3692-volvera_-_pista_ciclopedonale_di_strada_piossasco
2135,3691, Si, Si,"
Percorso ciclopedonale che si sviluppa su viabilità interna al concentrico di Volvera

","e 12

",https://www.piste-ciclabili.com/print/3691-volvera_-_pista_ciclopedonale_viale_europa_unita_-_via_garibaldi
2136,5274, Si, Si,"
Precorso primaverile od autunnale, pianeggiante ed adatto a tutti in quanto passa attraverso la campagna del Basso pinerolese, con pezzi della storia piemontese e delle battaglie condotte fra i Savoia ed i francesi.

Le strade sono tutte a basso volume di traffico e discretamente in buone condizioni.

Attenzione agli incroci con le strade provinciali

"," 28 marzo 15

",https://www.piste-ciclabili.com/print/5274-volvera_di_torino_-_bibiana
2137,4083, No, Non votato,"
Tratturo con qualche lieve sali-scendi

"," 19 novembre 12

",https://www.piste-ciclabili.com/print/4083-acaya_-_aeroporto_lepore
2138,2017, Si, No,"
Strada adiacente alla Strada provinciale che collega i due paesi

"," 26 febbraio 10

",https://www.piste-ciclabili.com/print/2017-acquaviva_delle_fonti_-_cassano_delle_murge
2139,3604, No, No,"
Strada interna parallela alla via principale per Sannicandro da Adelfia

"," 23 febbraio 12

",https://www.piste-ciclabili.com/print/3604-adelfia_-_sannicandro_di_bari
2140,1282, No, No,"
Percorso fra trulli e antiche masserie nella splendida Valle d'Itria.

Sconsigliato nei giorni feriali ed ai bambini, per traffico automobilistico intenso.

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/1282-alberobello_-_martina_franca
2141,3391, No, No,"
Questo è uno degli itinerari che faccio di solito, nei dintorni di Fasano

"," 12 settembre 11

",https://www.piste-ciclabili.com/print/3391-alberobello_-_monopoli_-_torre_canne_-_cisternino_(anello)
2142,2743, No, No,"
Un percorso immerso nella natura della Murgia piu' vera, che porta dalla Città di Andria al mitico e misterioso Castel del Monte, opera dell'eclettico tanto multiculturale Federico II di Svevia che tanto' amo' Andria denominandola Fidelis.

"," 11 dicembre 10

",https://www.piste-ciclabili.com/print/2743-andria_-_castel_del_monte
2143,2748, Si, Si,"
Percorso semplice e abbastanza lineare

"," 11 dicembre 10

",https://www.piste-ciclabili.com/print/2748-andria_-_quartiere_europa
2144,5106, Non votato, No,"
Passeggiata tra le campagne, medio livello, con un punto in salita verso l'arrivo a Lecce

"," 29 maggio 14

",https://www.piste-ciclabili.com/print/5106-arnesano_-_lecce
2145,2724, No, No,"
Percorso tra i paesi nelle vicinanze su strade interpoderali e tratti strade provinciali, nei due brevi sterrati della Lama Picone (ripidi).

Attenzione: ci si può imbattere in branchi di cani

"," 18 novembre 10

",https://www.piste-ciclabili.com/print/2724-bari_-_adelfia_(anello)
2146,2734, No, No,"
Meta sul poggio delle antiche ville signorili fine 800 sito su un poggio

"," 26 novembre 10

",https://www.piste-ciclabili.com/print/2734-bari_-_al_poggio_delle_ville_antiche_mola
2147,2737, No, No,"
Da Bari A Bitetto e Grumo, da vedere i centri storici di Modugno,Bitetto, Binetto e grumo Appulo, con i vicoli e archi medioevali e le antiche Chiese

"," 8 dicembre 10

",https://www.piste-ciclabili.com/print/2737-bari_-_bitetto_-_grumo
2148,2725, No, No,"
Da Cellamare a Casamassima costante lunga salita

"," 19 novembre 10

",https://www.piste-ciclabili.com/print/2725-bari_-_casamassima_-_turi_(anello)
2149,2727, No, No,"
Itinerario di circa 60km su strade statali, che consente di raggiungere Conversano partendo da Bari.

"," 21 novembre 10

",https://www.piste-ciclabili.com/print/2727-bari_-_conversano
2150,2747, No, No,"
Da bari verso Modugno e Bitonto, con discesa nella lama Balice

"," 11 dicembre 10

",https://www.piste-ciclabili.com/print/2747-bari_-_modugno_-_bitonto_-_lama_balice
2151,2711, No, No,"
Itinerario cicloturistico che partendo da Bari attraversa il parco Scizzo-Parchitello per rientrare costeggiando il mare.

Da fare con MTB

"," 12 novembre 10

",https://www.piste-ciclabili.com/print/2711-bari_-_noicattaro_-_torreamare_(anello)
2152,2715, No, No,"
Visita alla Lama di Rutigliano

"," 14 novembre 10

","https://www.piste-ciclabili.com/print/2715-bari_-_triggiano_-_noicattaro,_rutigliano_-_casamassima_(anello)"
2153,2311, Non votato, No,"
Itinerario su strada per trascorrere una domenica in bicicletta a Bari e nei suoi dintorni (Fesca, Torre a Mare, Triggiano).

"," 26 maggio 10

",https://www.piste-ciclabili.com/print/2311-bari:_fesca_-_torre_a_mare_-_triggiano__(anello)
2154,2728, No, No,"
Girando per 40KM tra i vignetie uliveti percorrendo strade interpoderali, carraie e vicinali.. sterrate, semiasfaltate.

Con scarso traffico auto , solo tre auto incrociate compreso motoape anni 60 con motozappa e canenenano Bastardo!! ringhioso che non ama ciclisti :)

"," 22 novembre 10

",https://www.piste-ciclabili.com/print/2728-bari:_tra_i_vigneti_di_triggiano_e_noicattaro_(anello)
2155,995, Si, Si,"
Dall'incrocio con via Capruzzi al parco (quasi).

La prima pista ciclabile degna di questo nome di Bari!

Attenzione c'è un sacco di gente che ci cammina su o ci corre per arrivare fino al parco.

"," 13 novembre 08

",https://www.piste-ciclabili.com/print/995-bari:_via_capruzzi_-_viale_einaudi
2156,2377, Si, Si,"
Pista ciclabile litoranea levante - ponente

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2377-barletta:_litoranee
2157,2378, Si, Si,"
Ciclabile che attraversa la zona artigianale di Barletta (via Foggia)

"," 14 giugno 10

",https://www.piste-ciclabili.com/print/2378-barletta:_zona_artigianale
2158,1025, No, Si,"
Itinerario che percorre le strade della città di Bisceglie.

"," 26 novembre 08

",https://www.piste-ciclabili.com/print/1025-bisceglie:_percorso_in_bicicletta
2159,1131, Non votato, Non votato,"
Un bel percorso tra il verde della macchia mediterranea

"," 11 gennaio 09

",https://www.piste-ciclabili.com/print/1131-bosco_delle_pianelle
2160,4567, No, No,"
Circuito per allenamenti in salita. Variante al circuito con due salite già pubblicato.

In questo caso ho aggiunto una salita, da fare con il ""padellone"" all'inizio del tracciato. Circuito da ripetere più volte.

"," 7 luglio 13

",https://www.piste-ciclabili.com/print/4567-calimera_(circuito_2)
2161,4640, Si, Si,"
Tratto tra Casalabate e Lecce della Ciclovia adriatica.

"," 9 agosto 13

",https://www.piste-ciclabili.com/print/4640-casalabate_-_lecce
2162,1132, Si, No,"
Un percorso ciclabile nel verde delle campagne fra ciliegi e ulivi

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/1132-casamassima_-_gioia_del_colle
2163,484, No, Non votato,"
Un piccolo percorso che facciamo quasi sempre con mio figlio attraverso le campagne casaranesi come meta un vecchio ponte ferroviario.

"," 1 maggio 08

",https://www.piste-ciclabili.com/print/484-casarano_-_ponte_ferroviario_taurisano
2164,5875, No, No,"
Foresta Mercadante - Pulo di Altamuras

"," 26 luglio 16

",https://www.piste-ciclabili.com/print/5875-cassano_-_pulo_di_altamura
2165,2046, Non votato, Si,"
Strada provinciale poco trafficata che attraversa le colline della murgia con una bella panoramica e tra i tanti colori che variano a seconda della stagione.

Partendo da Cassano, piccolo paese porta del Parco Nazionale dell'Alta Murgia, si arriva ad Altamura, grande città da visitare per la sua storia, le sue mura, i reperti archeolgici e per il pane e la focaccia conosciuto a livello internazionale.

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/2046-cassano_delle_murge_-_altamura
2166,2147, Non votato, No,"
Percorso tra gli ulivi nelle campagne cassanesi

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/2147-cassano_delle_murge_-_grumo_appula
2167,2018, Si, No,"
Pista ciclabile sopra Cassano con vista panoramica nei pressi della Foresta di Mercadante

"," 2 luglio 11

",https://www.piste-ciclabili.com/print/2018-cassano_delle_murge:_pista_ciclabile_zona_residenziale
2168,3350, No, No,"
Percorso panoramico tra la murgia dei trulli e la Selva di Fasano con vista sullo Zoo Safari di Fasano e il mare

"," 31 agosto 11

",https://www.piste-ciclabili.com/print/3350-castellana_grotte_-_fasano
2169,3222, No, No,"
Impegnativa tappa per raggiungere la tomba di San Pio da Pietralcina a San Giovanni Rotondo.

"," 17 agosto 11

",https://www.piste-ciclabili.com/print/3222-cava_de_tirreni_-_san_giovanni_rotondo
2170,4270, Si, No,"
Una pista alternativa alla pista ciclabile fantasma.

"," 21 marzo 13

",https://www.piste-ciclabili.com/print/4270-cavallino_-_s._cataldo
2171,1122, Non votato, Si,"
Percorso per bici da corsa.

Difficile, alla fine lo sforzo sarà ripagato.

"," 20 settembre 11

",https://www.piste-ciclabili.com/print/1122-cerignola_-_bisaccia_-_avellino
2172,5100, No, No,"
Un percorso mozzafiato tra natura e cultura

"," 23 maggio 14

",https://www.piste-ciclabili.com/print/5100-cerrate_e_la_masserie_fortificate
2173,1134, Si, No,"
Un piccolo percorso dal paese alle grotte

"," 12 gennaio 09

",https://www.piste-ciclabili.com/print/1134-ciclabile_delle_grotte_di_castellana
2174,307, No, Si,"
Pista Castellaneta Marina

"," 30 settembre 11

",https://www.piste-ciclabili.com/print/307-ciclable_di_castellaneta_marina
2175,491, Non votato, No,"
L'itinerario inizia da Carpino.

","e 11

",https://www.piste-ciclabili.com/print/491-circumpedalata_del_lago_di_varano
2176,3660, No, No,"
Passeggiata tra i ciliegi conversanesi fino al mare di Mola con vista panoramica.

","e 15

",https://www.piste-ciclabili.com/print/3660-conversano_-_mola_di_bari
2177,1795, No, Si,"
Bel percorso immerso fra gli ulivi secolari e belle ville 700entesche con vista mare praticabile in MTB. Pericolosissima se percorsa nei giorni feriali, frequentata da camion e Tir


"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/1795-conversano_-_monopoli
2178,1124, No, No,"
Percorso facile, accessibile a tutti i tipi di bici. Pericolosissima se nei giorni feriali, percorsa da camion e Tir.

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/1124-conversano_-_polignano_-_san_vito
2179,2144, No, Si,"
Percorso che parte da Conversano fino al mare di Mola, bella cittadina con un castello che da sul mare.

Sconsigliata nei giorni feriali, specie ai bambini, perchè molto trafficata e stretta di carreggiata.

A Mola si possono assaggiare tante specialità marinare.

"," 10 gennaio 13

",https://www.piste-ciclabili.com/print/2144-convesano_-_mola_di_bari
2180,5021, No, No,"
Dalla Chiesa di Madonna D'Aurio al Parco di Rauccio

","e 14

",https://www.piste-ciclabili.com/print/5021-d%27aurio_-_rauccio
2181,5661, No, No,"
Percorso in altura e di media difficile difficolta

"," 14 settembre 15

",https://www.piste-ciclabili.com/print/5661-faeto_-_orsara_di_puglia
2182,3086, Si, Si,"
Pista ciclabile che percorre la zona sud ovest di Foggia

"," 25 giugno 11

",https://www.piste-ciclabili.com/print/3086-foggia:_ciclabile_sud_ovest
2183,3093, No, Si,"
Pista ciclabile foggiana che percorre viale Europa

"," 25 giugno 11

",https://www.piste-ciclabili.com/print/3093-foggia:_viale_europa_-_via_giuseppe_panini
2184,5301, No, No,"
Bella strada panoramica che attraversa il bosco di Montursi(Gioia) tra masserie e pascoli, scendendo giù verso la murgia tarantina e attraversa i nuovi e imponenti impianti eolici.

"," 24 ottobre 14

",https://www.piste-ciclabili.com/print/5301-gioia_del_colle_-_laterza
